;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;79;57249;3869;4;2,0010131712259374;93,67167203150275;95,18072289156626;93,66962269707778;94,42214995057107;3,919622922351774
pca-full;76;59606;1510;7;4,791929382093317;97,52120132681907;91,56626506024097;97,52928856600563;94,50075495979702;9,107249850209707
mlp-1camadas-retro;75;58031;3087;8;2,3719165085388996;94,94289308998219;90,36144578313252;94,94911482705587;92,62688212177625;4,622496147919876
mlp-1camadas-full;70;59983;1133;13;5,818786367414797;98,127420382686;84,33734939759036;98,14614830813535;90,98014070054482;10,886469673405909
mlp-3camadas-retro;63;59534;1584;20;3,8251366120218577;97,37912779202954;75,90361445783132;97,40829215615695;85,9862864229915;7,283236994219651
mlp-3camadas-full;50;60600;516;33;8,8339222614841;99,10292651840716;60,24096385542169;99,15570390732378;77,28670762259179;15,408320493066258
oc-svm-retro;12;30341;30777;71;0,0389749585891065;49,59559484322152;14,457831325301205;49,64331293563271;26,790570073302305;0,07774034724021767
oc-svm-full;1;40346;20770;82;0,004814404698858986;65,92754783574895;1,2048192771084338;66,01544603704431;8,918334035700981;0,009590486237652247
if-retro;19;2185;58933;64;0,032229610530601166;3,6012483456152675;22,89156626506024;3,575051539644622;9,046465012411229;0,06436859490132972
if-full;8;3735;57381;75;0,013939953649654115;6,11611300838249;9,63855421686747;6,111329275476144;7,674918798189737;0,02783964365256125
ensemble-retro;75;57745;3373;8;2,1751740139211138;94,4755804643715;90,36144578313252;94,48116757747309;92,39834901976816;4,248088360237893
ensemble-full;70;59843;1273;13;5,212211466865227;97,89865847481168;84,33734939759036;97,9170757248511;90,87390509600147;9,817671809256662
