;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;133;57587;5246;32;2,472578546198178;91,62195625257945;80,60606060606061;91,65088408957077;85,95124616620156;4,797979797979798
pca-full;119;60410;2421;46;4,68503937007874;96,083878341482;72,12121212121212;96,1468065127087;83,27198945191716;8,798521256931608
mlp-1camadas-retro;110;60799;2034;55;5,130597014925373;96,68402171497507;66,66666666666667;96,76284754826285;80,31722420015225;9,52793417063664
mlp-1camadas-full;101;61911;920;64;9,892262487757101;98,43799606324211;61,21212121212121;98,53575464340851;77,66326388299784;17,03204047217538
mlp-3camadas-retro;107;61034;1799;58;5,6138509968520465;97,05228737420235;64,84848484848484;97,1368548374262;79,36736016243897;10,333172380492517
mlp-3camadas-full;97;62030;801;68;10,801781737193764;98,62054733633882;58,78787878787879;98,72515159714153;76,18295245924585;18,250235183443085
oc-svm-retro;135;21772;41061;30;0,3277017186134576;34,77411981332741;81,81818181818181;34,65058170069868;53,24516497949394;0,6527888590701385
oc-svm-full;115;33355;29476;50;0,38863167855091074;53,1303574830148;69,6969696969697;53,08685203164043;60,82756543999404;0,7729533539454227
if-retro;59;1027;61806;106;0,09536894851693203;1,7238642496587193;35,75757575757576;1,6344914296627568;7,644962466963087;0,190230533612768
if-full;51;1791;61040;114;0,08348201862794848;2,9239951742967807;30,90909090909091;2,8505037322340883;9,386505153481053;0,16651430063993733
ensemble-retro;125;58675;4158;40;2,9185150595377074;93,3362963903616;75,75757575757575;93,38245826237805;84,10962285161408;5,620503597122303
ensemble-full;113;60979;1852;52;5,750636132315521;96,97758587846847;68,48484848484848;97,05241043433973;81,52680309987069;10,610328638497652
