;TP;TN;FP;FN;Precision;ACC;Sensitivity;Especificity;MG;F1
pca-retro;8;37882;1655;53;0,4810583283223091;95,68665084095156;13,114754098360656;95,81404760098135;35,44823935621476;0,9280742459396752
pca-full;5;38873;662;56;0,7496251874062968;98,18668552379029;8,19672131147541;98,32553433666372;28,389205743724826;1,3736263736263734
mlp-1camadas-retro;8;38451;1086;53;0,7312614259597806;97,12359210061115;13,114754098360656;97,25320585780408;35,71346916924129;1,3852813852813852
mlp-1camadas-full;5;39127;408;56;1,2106537530266344;98,82816446105667;8,19672131147541;98,9680030352852;28,481803658362036;2,109704641350211
mlp-3camadas-retro;3;38721;816;58;0,3663003663003663;97,79281781908178;4,918032786885246;97,93611047879202;21,946594322461852;0,6818181818181819
mlp-3camadas-full;0;39260;275;61;0,0;99,1514294373169;0,0;99,30441381054762;0,0;0,0
oc-svm-retro;19;24015;15522;42;0,12225725500289557;60,69498459518157;31,147540983606557;60,740572122315804;43,496200518522784;0,24355851813870016
oc-svm-full;9;32968;6567;52;0,13686131386861314;83,28366501666835;14,754098360655737;83,38940179587708;35,07613770546313;0,27120687057405457
if-retro;53;1200;38337;8;0,13805678562125553;3,1643012273347138;86,88524590163935;3,0351316488352684;16,239093560075958;0,27567553509661646
if-full;45;1958;37577;16;0,11961086598266972;5,058591776947166;73,77049180327869;4,952573668900974;19,11423017667186;0,2388344877000239
ensemble-retro;8;38086;1451;53;0,5483207676490747;96,20182837517046;13,114754098360656;96,33001998128336;35,54355812724297;1,0526315789473684
ensemble-full;5;38957;578;56;0,8576329331046312;98,39882816446105;8,19672131147541;98,53800429998735;28,419862065744827;1,5527950310559007
